id,name,character_id,character_slug,group_mask,archetype_id,archetype,variation_id,variation,aggression,reaction_min,reaction_max,input_error_rate,approach,backdash,sidestep_left,sidestep_right,low_frequency,throw_frequency,delay_frequency,stance_entry_frequency,heat_usage,punish_accuracy,throw_break_accuracy,low_block_accuracy
10,kazuya_whiff_punisher_01,0,kazuya,65,2,whiff_punisher,0,balanced,0.4754509803921569,10,16,0.023372549019607843,0.14972549019607845,0.4257254901960784,0.21843137254901962,0.21662745098039216,0.1028235294117647,0.06701960784313726,0.34423529411764703,0.23866666666666667,0.6261960784313727,0.9528627450980393,0.5909019607843137,0.5181568627450981
11,kazuya_whiff_punisher_02,0,kazuya,65,2,whiff_punisher,1,precise,0.5044705882352941,8,14,0.006,0.14313725490196078,0.41552941176470587,0.19364705882352942,0.20376470588235293,0.09999999999999999,0.04082352941176471,0.3368627450980392,0.24588235294117647,0.6334117647058825,1.0,0.6475294117647058,0.6096078431372549
12,kazuya_whiff_punisher_03,0,kazuya,65,2,whiff_punisher,2,patient,0.35137254901960785,12,18,0.006666666666666666,0.1575686274509804,0.424156862745098,0.20509803921568628,0.2343529411764706,0.12258823529411764,0.03423529411764706,0.4918431372549019,0.23615686274509803,0.6040784313725491,1.0,0.6360392156862745,0.595764705882353
13,kazuya_whiff_punisher_04,0,kazuya,65,2,whiff_punisher,3,risky,0.5925490196078431,9,15,0.04294117647058823,0.14313725490196078,0.41552941176470587,0.21294117647058824,0.2175686274509804,0.10298039215686275,0.03596078431372549,0.39599999999999996,0.2576470588235294,0.6153725490196079,0.8403137254901962,0.49639215686274507,0.429607843137255
14,kazuya_whiff_punisher_05,0,kazuya,65,2,whiff_punisher,4,adaptive,0.4954509803921569,11,17,0.027019607843137255,0.17670588235294118,0.41396078431372546,0.19505882352941178,0.23701960784313725,0.1152156862745098,0.04443137254901961,0.4510588235294118,0.22078431372549018,0.6282352941176471,0.9763137254901961,0.6134117647058823,0.5687450980392157
15,kazuya_keep_out_01,0,kazuya,65,3,keep_out,0,balanced,0.41866666666666663,13,20,0.006196078431372548,0.09458823529411765,0.3672156862745098,0.26,0.2609411764705883,0.13364705882352942,0.043372549019607846,0.32823529411764707,0.2896470588235294,0.5805882352941177,0.8140000000000001,0.5576470588235295,0.5091372549019608
16,kazuya_keep_out_02,0,kazuya,65,3,keep_out,1,precise,0.4456470588235294,11,18,0.013450980392156862,0.10509803921568628,0.3924705882352941,0.2432156862745098,0.2951372549019608,0.1283137254901961,0.05356862745098039,0.2816470588235294,0.283843137254902,0.5561176470588236,0.8892941176470588,0.6318431372549019,0.5916470588235294
17,kazuya_keep_out_03,0,kazuya,65,3,keep_out,2,patient,0.2996078431372549,15,22,0.01411764705882353,0.0815686274509804,0.37741176470588234,0.23474509803921567,0.2882352941176471,0.14054901960784316,0.049176470588235294,0.4217254901960784,0.26894117647058824,0.569764705882353,0.8661960784313727,0.601686274509804,0.5443921568627451
18,kazuya_keep_out_04,0,kazuya,65,3,keep_out,3,risky,0.5613333333333334,12,19,0.030784313725490196,0.10870588235294118,0.3829019607843137,0.22517647058823528,0.2745882352941177,0.12941176470588237,0.030823529411764708,0.3740392156862745,0.29403921568627456,0.585607843137255,0.6925098039215687,0.45811764705882363,0.39768627450980387
19,kazuya_keep_out_05,0,kazuya,65,3,keep_out,4,adaptive,0.4491764705882353,14,21,0.00607843137254902,0.09615686274509805,0.384,0.22407843137254901,0.2943529411764706,0.12345098039215688,0.031450980392156866,0.4007058823529412,0.27082352941176474,0.5587843137254903,0.8189411764705883,0.5549019607843138,0.533686274509804
20,kazuya_throw_heavy_01,0,kazuya,65,4,throw_heavy,0,balanced,0.7389019607843137,13,21,0.008039215686274508,0.5539607843137255,0.09929411764705882,0.1607450980392157,0.19462745098039216,0.12305882352941176,0.45066666666666666,0.3488627450980392,0.34933333333333333,0.694156862745098,0.7656078431372549,0.6005490196078431,0.4228627450980393
21,kazuya_throw_heavy_02,0,kazuya,65,4,throw_heavy,1,precise,0.7652549019607843,11,19,0.017333333333333326,0.5525490196078432,0.11011764705882354,0.16905882352941176,0.20294117647058824,0.11741176470588235,0.44376470588235295,0.2886274509803922,0.35984313725490197,0.7032549019607842,0.8448235294117646,0.6866666666666666,0.49988235294117656
22,kazuya_throw_heavy_03,0,kazuya,65,4,throw_heavy,2,patient,0.5952156862745098,15,23,0.018313725490196078,0.5737254901960784,0.11858823529411766,0.1635686274509804,0.20623529411764707,0.11568627450980391,0.4476862745098039,0.4410980392156863,0.3402352941176471,0.6792549019607843,0.7812549019607844,0.6483529411764706,0.4653333333333334
23,kazuya_throw_heavy_04,0,kazuya,65,4,throw_heavy,3,risky,0.8501960784313726,12,20,0.04345098039215686,0.575607843137255,0.09380392156862746,0.14694117647058824,0.19650980392156864,0.13545098039215686,0.4674509803921569,0.3631372549019608,0.3490196078431373,0.7084313725490196,0.6488235294117647,0.4992941176470588,0.3349411764705883
24,kazuya_throw_heavy_05,0,kazuya,65,4,throw_heavy,4,adaptive,0.7217254901960785,14,22,0.004784313725490192,0.5647843137254902,0.08047058823529413,0.15101960784313725,0.19070588235294117,0.1276078431372549,0.475921568627451,0.41678431372549024,0.33850980392156865,0.6834901960784313,0.7892156862745098,0.628078431372549,0.43878431372549026
25,kazuya_low_heavy_01,0,kazuya,65,5,low_heavy,0,balanced,0.7029019607843137,14,22,0.01992156862745098,0.4676862745098039,0.10831372549019608,0.17474509803921567,0.20407843137254902,0.5,0.092,0.37992156862745097,0.42101960784313724,0.6539999999999999,0.7084313725490197,0.4530196078431373,0.4672549019607843
26,kazuya_low_heavy_02,0,kazuya,65,5,low_heavy,1,precise,0.7576470588235295,12,20,0.0017647058823529408,0.48211764705882354,0.10172549019607843,0.19419607843137254,0.2067450980392157,0.5307450980392157,0.08368627450980393,0.34807843137254907,0.4224313725490196,0.6516470588235294,0.7575294117647059,0.5232941176470588,0.5361176470588235
27,kazuya_low_heavy_03,0,kazuya,65,5,low_heavy,2,patient,0.568156862745098,16,24,0.025333333333333333,0.49701960784313726,0.1108235294117647,0.17066666666666666,0.20188235294117646,0.5123921568627451,0.06392156862745098,0.4889411764705882,0.4216470588235294,0.6514901960784313,0.7204705882352942,0.49407843137254903,0.524156862745098
28,kazuya_low_heavy_04,0,kazuya,65,5,low_heavy,3,risky,0.8471372549019608,13,21,0.02788235294117647,0.4717647058823529,0.13639215686274508,0.17223529411764704,0.21035294117647058,0.5230588235294118,0.06298039215686274,0.40752941176470586,0.404078431372549,0.6649803921568627,0.5968235294117648,0.3665098039215686,0.386235294117647
29,kazuya_low_heavy_05,0,kazuya,65,5,low_heavy,4,adaptive,0.7031372549019608,15,23,0.0075686274509803916,0.4984313725490196,0.11505882352941176,0.16015686274509802,0.21113725490196078,0.5250980392156863,0.08619607843137256,0.44972549019607844,0.40596078431372545,0.6646666666666666,0.6995686274509805,0.4614117647058824,0.5029411764705882
30,kazuya_string_knowledge_01,0,kazuya,65,6,string_knowledge,0,balanced,0.7581960784313726,15,23,0.00980392156862745,0.4297254901960784,0.12643137254901962,0.18254901960784314,0.21329411764705883,0.23921568627450981,0.06768627450980393,0.5274509803921569,0.6023529411764706,0.7587058823529412,0.7212156862745098,0.496078431372549,0.44505882352941173
31,kazuya_string_knowledge_02,0,kazuya,65,6,string_knowledge,1,precise,0.8096470588235295,13,21,0.01972549019607843,0.4502745098039216,0.14666666666666667,0.20560784313725491,0.21611764705882353,0.20094117647058823,0.09937254901960785,0.4612549019607844,0.6080000000000001,0.7673333333333333,0.7721960784313726,0.5594509803921568,0.5211372549019607
32,kazuya_string_knowledge_03,0,kazuya,65,6,string_knowledge,2,patient,0.6410196078431373,17,25,0.018352941176470586,0.43019607843137253,0.13615686274509806,0.189921568627451,0.21564705882352941,0.21694117647058825,0.07803921568627452,0.6298823529411764,0.6376470588235296,0.7397254901960785,0.7523921568627452,0.5333725490196078,0.508078431372549
33,kazuya_string_knowledge_04,0,kazuya,65,6,string_knowledge,3,risky,0.9123137254901961,14,22,0.028901960784313726,0.4207843137254902,0.15450980392156866,0.19196078431372549,0.21721568627450982,0.2271372549019608,0.07490196078431373,0.551764705882353,0.6191372549019609,0.7574509803921569,0.6168235294117648,0.3888627450980392,0.3646666666666666
34,kazuya_string_knowledge_05,0,kazuya,65,6,string_knowledge,4,adaptive,0.7866666666666667,16,24,0.01988235294117647,0.4432156862745098,0.1571764705882353,0.18662745098039216,0.24921568627450982,0.20031372549019608,0.08447058823529412,0.5826666666666667,0.6117647058823531,0.7637254901960784,0.7349411764705883,0.5156078431372548,0.45988235294117646
35,kazuya_counter_hit_01,0,kazuya,65,7,counter_hit,0,balanced,0.615686274509804,11,18,0.016686274509803922,0.2884705882352941,0.2224313725490196,0.2363921568627451,0.27403921568627454,0.14831372549019609,0.04909803921568627,0.4695686274509804,0.36117647058823527,0.682470588235294,0.8725098039215686,0.555843137254902,0.513921568627451
36,kazuya_counter_hit_02,0,kazuya,65,7,counter_hit,1,precise,0.6505098039215687,9,16,0.01609803921568627,0.28705882352941176,0.2196078431372549,0.22776470588235295,0.2570980392156863,0.14407843137254903,0.04156862745098039,0.44666666666666666,0.3517647058823529,0.6644313725490195,0.9788627450980392,0.639921568627451,0.5959607843137255
37,kazuya_counter_hit_03,0,kazuya,65,7,counter_hit,2,patient,0.5132549019607843,13,20,0.027745098039215686,0.2936470588235294,0.20705882352941177,0.22086274509803921,0.27466666666666667,0.17498039215686276,0.07654901960784313,0.5821960784313726,0.35396078431372546,0.6791764705882353,0.9400784313725491,0.6223137254901961,0.5844705882352942
38,kazuya_counter_hit_04,0,kazuya,65,7,counter_hit,3,risky,0.7443921568627451,10,17,0.03954901960784314,0.3127843137254902,0.20501960784313725,0.23152941176470587,0.24250980392156862,0.14219607843137255,0.04062745098039215,0.5125490196078432,0.35192156862745094,0.6711764705882353,0.7748627450980392,0.4740392156862746,0.44043137254901965
39,kazuya_counter_hit_05,0,kazuya,65,7,counter_hit,4,adaptive,0.6483921568627451,12,19,0.033509803921568625,0.3129411764705882,0.22384313725490196,0.22886274509803922,0.272,0.1704313725490196,0.07356862745098039,0.5712156862745098,0.35458823529411765,0.6837254901960783,0.8959607843137255,0.5783529411764706,0.553686274509804
40,kazuya_movement_specialist_01,0,kazuya,65,8,movement_specialist,0,balanced,0.4854117647058823,12,19,0.0,0.22180392156862744,0.30792156862745096,0.22647058823529412,0.25776470588235295,0.1450980392156863,0.047411764705882355,0.36180392156862745,0.2845490196078431,0.6007450980392157,0.8719607843137255,0.6395294117647059,0.5605098039215687
41,kazuya_movement_specialist_02,0,kazuya,65,8,movement_specialist,1,precise,0.5349803921568628,10,17,0.008352941176470589,0.22525490196078432,0.3195294117647059,0.24231372549019609,0.249921568627451,0.1311372549019608,0.0692156862745098,0.31270588235294117,0.312156862745098,0.5886666666666668,0.9693725490196078,0.6812549019607843,0.6416078431372549
42,kazuya_movement_specialist_03,0,kazuya,65,8,movement_specialist,2,patient,0.356,14,21,0.021411764705882352,0.23247058823529412,0.30101960784313725,0.2332156862745098,0.2307843137254902,0.15043137254901962,0.06435294117647058,0.5,0.2974117647058823,0.5712549019607844,0.9202352941176472,0.6848235294117647,0.6211764705882354
43,kazuya_movement_specialist_04,0,kazuya,65,8,movement_specialist,3,risky,0.6084705882352941,11,18,0.028823529411764706,0.2384313725490196,0.2843921568627451,0.2231764705882353,0.23470588235294118,0.14698039215686276,0.055411764705882355,0.4113725490196078,0.2972549019607843,0.5867843137254902,0.7871764705882354,0.5108235294117647,0.4617647058823531
44,kazuya_movement_specialist_05,0,kazuya,65,8,movement_specialist,4,adaptive,0.5129411764705882,13,20,0.01227450980392157,0.22776470588235295,0.31027450980392157,0.23258823529411765,0.24349019607843136,0.13301960784313727,0.04035294117647059,0.44729411764705884,0.31513725490196076,0.5801960784313727,0.8734509803921569,0.6250196078431373,0.601843137254902
45,kazuya_character_specialist_01,0,kazuya,65,9,character_specialist,0,balanced,0.655686274509804,11,18,0.0,0.38894117647058823,0.18572549019607842,0.19588235294117648,0.22098039215686277,0.2091764705882353,0.0931764705882353,0.4447843137254902,0.7791372549019608,0.9241960784313724,0.93,0.6245490196078431,0.5731372549019609
46,kazuya_character_specialist_02,0,kazuya,65,9,character_specialist,1,precise,0.6809411764705883,9,16,0.0,0.41200000000000003,0.19513725490196077,0.18301960784313726,0.22176470588235295,0.191921568627451,0.11545098039215687,0.40054901960784317,0.7821176470588236,0.898156862745098,0.9889803921568627,0.7147450980392157,0.6752549019607843
47,kazuya_character_specialist_03,0,kazuya,65,9,character_specialist,2,patient,0.5554509803921569,13,20,0.022705882352941176,0.3815686274509804,0.17552941176470588,0.20905882352941177,0.2255294117647059,0.18705882352941178,0.10400000000000001,0.543921568627451,0.7658039215686275,0.9199607843137254,0.9712156862745098,0.6847450980392158,0.6545098039215688
48,kazuya_character_specialist_04,0,kazuya,65,9,character_specialist,3,risky,0.7980392156862746,10,17,0.009098039215686275,0.42000000000000004,0.19968627450980392,0.17376470588235293,0.22333333333333333,0.21921568627450982,0.09145098039215686,0.4846274509803921,0.7792941176470588,0.9119607843137254,0.7984705882352942,0.5468235294117647,0.4710980392156864
49,kazuya_character_specialist_05,0,kazuya,65,9,character_specialist,4,adaptive,0.6690980392156863,12,19,0.0,0.3864313725490196,0.18964705882352942,0.19572549019607843,0.24780392156862746,0.20007843137254902,0.11686274509803922,0.5396862745098039,0.7628235294117647,0.9030196078431372,0.9490588235294118,0.6563137254901961,0.61321568627451
50,jin_rushdown_01,1,jin,65,0,rushdown,0,balanced,0.8822745098039215,12,19,0.0226078431372549,0.6185882352941177,0.11090196078431373,0.12650980392156863,0.17976470588235294,0.2295686274509804,0.1028235294117647,0.29913725490196075,0.7292156862745097,0.8550980392156864,0.785607843137255,0.5148235294117647,0.4690588235294117
51,jin_rushdown_02,1,jin,65,0,rushdown,1,precise,0.9010980392156863,10,17,0.0,0.5906666666666667,0.08611764705882353,0.12886274509803922,0.17207843137254902,0.2452549019607843,0.13529411764705881,0.2784313725490196,0.7041176470588235,0.8668627450980393,0.8350196078431372,0.5821176470588235,0.538078431372549
52,jin_rushdown_03,1,jin,65,0,rushdown,2,patient,0.7767058823529411,14,21,0.001352941176470588,0.5848627450980391,0.10603921568627452,0.12823529411764706,0.1968627450980392,0.23458823529411763,0.11458823529411764,0.4021960784313725,0.6939215686274509,0.8543137254901961,0.8127058823529413,0.5502352941176472,0.5088627450980392
53,jin_rushdown_04,1,jin,65,0,rushdown,3,risky,1.0,11,18,0.02476470588235294,0.6138823529411764,0.10745098039215686,0.10533333333333333,0.17945098039215684,0.24823529411764705,0.12792156862745097,0.332235294117647,0.7150980392156863,0.8380000000000001,0.6601960784313726,0.39474509803921565,0.33156862745098037
54,jin_rushdown_05,1,jin,65,0,rushdown,4,adaptive,0.911686274509804,13,20,0.027666666666666666,0.6152941176470588,0.11937254901960785,0.12886274509803922,0.17176470588235293,0.22031372549019607,0.1343529411764706,0.36737254901960786,0.7042745098039216,0.8422352941176472,0.8071764705882354,0.5224313725490196,0.46537254901960784
55,jin_defensive_turtle_01,1,jin,65,1,defensive_turtle,0,balanced,0.25466666666666665,11,17,0.010862745098039217,0.1056470588235294,0.3342745098039216,0.2535294117647059,0.2954117647058823,0.11482352941176471,0.059019607843137256,0.42384313725490197,0.27247058823529413,0.5246666666666667,0.913764705882353,0.7144313725490196,0.6533725490196078
56,jin_defensive_turtle_02,1,jin,65,1,defensive_turtle,1,precise,0.2775686274509804,9,15,0.0,0.13450980392156864,0.33756862745098043,0.2549411764705882,0.3079607843137255,0.11984313725490196,0.042235294117647065,0.3843137254901961,0.2771764705882353,0.5278039215686274,1.0,0.7959999999999999,0.7187843137254902
57,jin_defensive_turtle_03,1,jin,65,1,defensive_turtle,2,patient,0.11176470588235293,13,19,0.03352941176470589,0.13952941176470587,0.3418039215686275,0.2624705882352941,0.2812941176470588,0.0815686274509804,0.0663921568627451,0.5568627450980392,0.2555294117647059,0.5207450980392156,0.9841568627450982,0.7627058823529412,0.6931764705882354
58,jin_defensive_turtle_04,1,jin,65,1,defensive_turtle,3,risky,0.37254901960784315,10,16,0.03215686274509803,0.1152156862745098,0.35811764705882354,0.23894117647058824,0.2787843137254902,0.11513725490196079,0.06341176470588236,0.44925490196078427,0.24250980392156862,0.5003529411764706,0.8482745098039216,0.6341960784313725,0.5478823529411765
59,jin_defensive_turtle_05,1,jin,65,1,defensive_turtle,4,adaptive,0.24423529411764705,12,18,0.0228235294117647,0.12007843137254902,0.3413333333333334,0.25541176470588234,0.2812941176470588,0.08313725490196079,0.06325490196078432,0.508235294117647,0.2552156862745098,0.5008235294117647,0.9384705882352942,0.7549803921568627,0.6768235294117647
60,jin_whiff_punisher_01,1,jin,65,2,whiff_punisher,0,balanced,0.4434509803921569,10,16,0.0021960784313725477,0.1743529411764706,0.40078431372549017,0.2099607843137255,0.22556862745098039,0.12603921568627452,0.04270588235294118,0.36211764705882354,0.23380392156862745,0.6017254901960786,0.9500392156862746,0.5684705882352941,0.5393333333333333
61,jin_whiff_punisher_02,1,jin,65,2,whiff_punisher,1,precise,0.4983529411764706,8,14,0.0005098039215686283,0.15050980392156862,0.4048627450980392,0.20886274509803923,0.20094117647058823,0.12698039215686274,0.06074509803921569,0.3170980392156863,0.2396078431372549,0.6330980392156864,1.0,0.6467450980392156,0.6014509803921568
62,jin_whiff_punisher_03,1,jin,65,2,whiff_punisher,2,patient,0.3203137254901961,12,18,0.029568627450980395,0.16149019607843138,0.41270588235294114,0.19850980392156864,0.20423529411764707,0.11223529411764706,0.06466666666666668,0.49498039215686274,0.24290196078431373,0.6230588235294119,1.0,0.6478039215686274,0.5763137254901961
63,jin_whiff_punisher_04,1,jin,65,2,whiff_punisher,3,risky,0.5967843137254902,9,15,0.03509803921568627,0.1668235294117647,0.43749019607843137,0.1903529411764706,0.20329411764705882,0.1272941176470588,0.047725490196078434,0.41105882352941175,0.22172549019607843,0.6122352941176472,0.8539607843137256,0.45999999999999996,0.4332156862745099
64,jin_whiff_punisher_05,1,jin,65,2,whiff_punisher,4,adaptive,0.46972549019607845,11,17,0.0176078431372549,0.17137254901960786,0.4329411764705882,0.19098039215686274,0.22431372549019607,0.10376470588235294,0.04050980392156863,0.4433725490196078,0.22376470588235292,0.62321568627451,0.9783529411764706,0.5955294117647059,0.5328235294117647
65,jin_keep_out_01,1,jin,65,3,keep_out,0,balanced,0.4108235294117647,13,20,0.027372549019607843,0.09552941176470589,0.3850980392156863,0.2259607843137255,0.26345098039215686,0.1311372549019608,0.05105882352941177,0.30517647058823527,0.27050980392156865,0.5851372549019609,0.8110196078431373,0.5389803921568628,0.514
66,jin_keep_out_02,1,jin,65,3,keep_out,1,precise,0.46399999999999997,11,18,0.0,0.0903529411764706,0.38682352941176473,0.2259607843137255,0.2669019607843138,0.1386666666666667,0.04556862745098039,0.2871372549019608,0.2952941176470589,0.5879607843137256,0.9052941176470588,0.6177254901960785,0.5734509803921568
67,jin_keep_out_03,1,jin,65,3,keep_out,2,patient,0.30258823529411766,15,22,0.03984313725490196,0.10368627450980393,0.3756862745098039,0.2223529411764706,0.29278431372549024,0.1579607843137255,0.024549019607843135,0.42298039215686273,0.27756862745098043,0.5744705882352942,0.8727843137254903,0.5963529411764706,0.5782745098039216
68,jin_keep_out_04,1,jin,65,3,keep_out,3,risky,0.5418823529411765,12,19,0.024823529411764703,0.08062745098039216,0.36564705882352944,0.2336470588235294,0.2821176470588236,0.12109803921568629,0.04729411764705883,0.3649411764705882,0.2794509803921569,0.5747843137254902,0.6917254901960785,0.43976470588235295,0.39878431372549017
69,jin_keep_out_05,1,jin,65,3,keep_out,4,adaptive,0.4403921568627451,14,21,0.024745098039215686,0.08266666666666667,0.3612549019607843,0.25498039215686275,0.287921568627451,0.14305882352941177,0.04541176470588235,0.39286274509803926,0.29341176470588237,0.5766666666666668,0.8170588235294118,0.5522352941176472,0.5172156862745098
70,jin_throw_heavy_01,1,jin,65,4,throw_heavy,0,balanced,0.7183529411764705,13,21,0.011176470588235291,0.5709019607843138,0.11184313725490197,0.16341176470588234,0.18098039215686273,0.11913725490196078,0.4545882352941177,0.3488627450980392,0.34572549019607846,0.6902352941176471,0.7590196078431373,0.5854901960784313,0.42882352941176477
71,jin_throw_heavy_02,1,jin,65,4,throw_heavy,1,precise,0.7401568627450981,11,19,0.0,0.5547450980392158,0.10211764705882354,0.13,0.19933333333333333,0.11505882352941176,0.4614901960784314,0.28360784313725496,0.3350588235294118,0.6806666666666666,0.8449803921568627,0.6772549019607843,0.5157254901960785
72,jin_throw_heavy_03,1,jin,65,4,throw_heavy,2,patient,0.5898823529411764,15,23,0.03509803921568627,0.567921568627451,0.08501960784313727,0.16654901960784313,0.18709803921568627,0.12007843137254902,0.4704313725490196,0.46415686274509804,0.3294117647058824,0.6998039215686274,0.783764705882353,0.6307843137254903,0.4745882352941177
73,jin_throw_heavy_04,1,jin,65,4,throw_heavy,3,risky,0.8578823529411764,12,20,0.05443137254901961,0.5655686274509805,0.10964705882352942,0.1503921568627451,0.19509803921568628,0.12603921568627452,0.4619607843137255,0.37380392156862746,0.356078431372549,0.6888235294117646,0.6345490196078432,0.5076078431372549,0.32929411764705885
74,jin_throw_heavy_05,1,jin,65,4,throw_heavy,4,adaptive,0.7487058823529412,14,22,0.0076078431372549,0.5602352941176472,0.10964705882352942,0.14490196078431372,0.20450980392156864,0.11145098039215685,0.47450980392156866,0.4356078431372549,0.3350588235294118,0.6856862745098039,0.7627058823529412,0.603764705882353,0.4552549019607844
75,jin_low_heavy_01,1,jin,65,5,low_heavy,0,balanced,0.7087058823529412,14,22,0.019137254901960787,0.4855686274509804,0.11254901960784314,0.18745098039215685,0.22541176470588234,0.5321568627450981,0.07850980392156863,0.3927843137254902,0.4389019607843137,0.6574509803921568,0.6742352941176472,0.47200000000000003,0.46709803921568627
76,jin_low_heavy_02,1,jin,65,5,low_heavy,1,precise,0.7457254901960785,12,20,0.0176078431372549,0.46941176470588236,0.11113725490196077,0.18964705882352942,0.20690196078431372,0.5305882352941177,0.06674509803921569,0.3421176470588236,0.4028235294117647,0.6638823529411764,0.7882745098039216,0.5261176470588236,0.5397254901960784
77,jin_low_heavy_03,1,jin,65,5,low_heavy,2,patient,0.5813333333333333,16,24,0.01984313725490196,0.48760784313725486,0.12180392156862745,0.17098039215686273,0.21803921568627452,0.5036078431372549,0.08823529411764706,0.5098039215686274,0.4379607843137255,0.6372156862745098,0.7270588235294119,0.53,0.5097254901960784
78,jin_low_heavy_04,1,jin,65,5,low_heavy,3,risky,0.8305098039215686,13,21,0.05501960784313725,0.464078431372549,0.11333333333333333,0.16815686274509803,0.20392156862745098,0.5351372549019608,0.06815686274509804,0.4167843137254902,0.41913725490196074,0.6310980392156862,0.5728235294117647,0.3737254901960785,0.382
79,jin_low_heavy_05,1,jin,65,5,low_heavy,4,adaptive,0.7106666666666667,15,23,0.007254901960784313,0.4752156862745098,0.10909803921568627,0.16392156862745097,0.2092549019607843,0.5213333333333333,0.08603921568627451,0.4503529411764706,0.4123921568627451,0.6321960784313725,0.705843137254902,0.48368627450980395,0.47705882352941176
80,jin_string_knowledge_01,1,jin,65,6,string_knowledge,0,balanced,0.7428235294117647,15,23,0.008392156862745099,0.4592156862745098,0.1563921568627451,0.17470588235294118,0.24780392156862746,0.220078431372549,0.08541176470588235,0.5172549019607844,0.6282352941176471,0.7414509803921568,0.6925098039215687,0.48949019607843136,0.45164705882352935
81,jin_string_knowledge_02,1,jin,65,6,string_knowledge,1,precise,0.8032156862745099,13,21,0.013294117647058826,0.4350588235294118,0.1491764705882353,0.1875686274509804,0.2227058823529412,0.2152156862745098,0.06,0.48227450980392156,0.6004705882352942,0.746313725490196,0.8027843137254902,0.5748235294117646,0.5288235294117647
82,jin_string_knowledge_03,1,jin,65,6,string_knowledge,2,patient,0.6309803921568627,17,25,0.01631372549019608,0.44698039215686275,0.1355294117647059,0.1756470588235294,0.22286274509803922,0.21396078431372548,0.07019607843137254,0.6225098039215686,0.6312156862745099,0.738,0.7614901960784315,0.533843137254902,0.4945882352941176
