stable_id,character,name,command,parser_status,source_consistency,reactive,hit_levels,damages,startup,recovery,block_advantage,hit_advantage,hit_effect,counter_hit_advantage,counter_hit_effect,frame_data_variable,homing,tornado,wall_break,floor_break,balcony_break,heat_engager,requires_heat,requires_rage,rage_art,posture,stances,situations,result_stance,automatic_transition,low_crush,high_crush,power_crush,parry,airborne,invincible,heat_burst,heat_smash,heat_dash_block,heat_dash_hit,heat_dash_effect,chip_block,chip_block_heat,recoverable_only,removes_recoverable,armor_damage_recoverable,self_damage,self_recoverable,self_damage_without_heat,restore_health_hit,restore_recoverable_hit,restore_recoverable_block,throw_break,side_switch_on_hit,side_switch_on_break,spike,unparryable,reversal_break,variant_of,result_crouching,result_stance_on_hit,result_stance_on_block,requires_sidestep,requires_running,parry_levels,parry_outcomes,heat_cost_frames,resource_gain_start,resource_gain_hit,resource_gain_airborne_hit,resource_gain_block,resource_gain_heat_activation,install_damage_bonus,install_chip,install_range,attack_throw,attack_throw_front_only,attack_throw_standing_only,attack_throw_airborne,attack_throw_damage,back_turned_hit_advantage,back_turned_hit_effect,result_back_turned,heat_parry,heat_parry_levels,heat_parry_outcome,recoverable_damage,cannot_ko,rage_art_max_damage,ki_charge,practice_status,measured_active_frames,measured_range,measured_tracking_left,measured_tracking_right,measured_pushback,measured_travel,measured_hit_frames
kazuya:11,kazuya,Twin Fang Shattered Spine,"1,2,2~3",parsed,valid,0,high|high|mid,5.0|8.0|23.0,10,31,-9,6,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:12,kazuya,Twin Fang Stature Smash,"1,2,4",parsed,valid,0,high|high|low,5.0|8.0|18.0,10,32,-14,-3,stun,0,stun,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:13,kazuya,Twin Fang Double Kick,"1,2,4,3",parsed,valid,0,high|high|low|mid,5.0|8.0|18.0|25.0,10,21,-2,24,launch,69,launch,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:14,kazuya,Right Jab,2,parsed,valid,0,high,12.0,12,22,-3,8,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:15,kazuya,Double Back Fist,"2,2",parsed,valid,0,high|mid,12.0|24.0,12,29,-8,7,stun,50,launch,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:16,kazuya,Face Kick,3,parsed,valid,0,high,12.0,14,26,-8,4,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:17,kazuya,Face Kick to Jab,"3,1",parsed,valid,0,high|high,12.0|10.0,14,20,-1,7,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:18,kazuya,Agony Spear,"3,1,4",parsed,valid,0,high|high|mid,12.0|10.0|17.0,14,23,-6,8,stun,40,knockdown,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:19,kazuya,Roundhouse,4,parsed,valid,0,high,18.0,12,28,-9,2,stun,27,knockdown,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:20,kazuya,Demon Scissors,4~3,parsed,valid,0,mid|mid,18.0|17.0,31,28,-11,-1,launch,,,1,0,0,0,1,0,0,0,0,0,standing,,,,,10~37,,,,38~40,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:21,kazuya,Acute Pain,1+2,parsed,valid,0,mid|mid,5.0|20.0,12,32,-13,13,launch,,,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:22,kazuya,Soul Thrust,f+2,parsed,valid,0,mid,23.0,20,,-12,13,launch,,,0,0,1,0,0,1,0,0,0,0,standing,,,,,,,7~19,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:23,kazuya,Oni Front Kick,f+3,parsed,valid,0,mid,22.0,17,,-13,5,stun,54,launch,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:24,kazuya,Right Splits Kick,f+4,parsed,valid,0,mid,20.0,19,,4,7,stun,31,knockdown,1,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,1,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:25,kazuya,Glorious Demon God Fist,f+1+2,parsed,valid,0,mid,20.0,25,,-9,11,launch,,,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:26,kazuya,Entrails Smash,df+1,parsed,valid,0,mid,11.0,15,,-7,9,stun,,,1,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:27,kazuya,Slaughter Hook,"df+1,2",parsed,valid,0,mid|high,11.0|20.0,15,,0,9,stun,,,1,0,0,0,0,0,1,0,0,0,standing,,,,,,,,,,,0,0,5,67,launch,6,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:28,kazuya,Slaughter High Kick,"df+1,4",parsed,valid,0,mid|high,11.0|20.0,15,,-11,42,launch,,,1,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:29,kazuya,Slaughter Uppercut,"df+1,df+2",parsed,valid,0,mid|mid,11.0|22.0,15,,-8,18,stun,32,launch,1,0,1,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:30,kazuya,Abolishing Fist,df+2,parsed,valid,0,mid,22.0,14,,-12,5,stun,59,launch,0,1,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:31,kazuya,Impaling Knee,df+3,parsed,valid,0,mid,13.0,18,,-7,9,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:32,kazuya,Impaling Knee Elbow Slash,"df+3,1",parsed,valid,0,mid|high,13.0|17.0,18,,-7,15,stun,13,stun,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:33,kazuya,,"df+3,2",parsed,valid,0,mid|mid,13.0|15.0,18,,-11,5,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:34,kazuya,Impaling Knee Twin Thrust,"df+3,2,1",parsed,valid,0,mid|mid|mid,13.0|15.0|21.0,18,,-14,8,stun,25,stun,0,0,1,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:35,kazuya,Impaling Knee Twin Skewer,"df+3,2,1*",parsed,valid,0,mid|mid|mid,13.0|15.0|25.0,18,,11,10,stun,,,0,0,1,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:36,kazuya,,df+4,parsed,valid,0,mid,10.0,13,,-9,2,stun,,,1,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:37,kazuya,Tsunami Kick,"df+4,4",parsed,valid,0,mid|mid,10.0|16.0,13,,-15,0,stun,,,1,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,1,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:38,kazuya,,df+3+4,parsed,valid,0,mid|high,7.0|9.0,18,,-8,0,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:39,kazuya,,"df+3+4,1",parsed,valid,0,mid|high|mid,7.0|9.0|15.0,18,,-11,1,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:40,kazuya,Kyogeki Goutsuiken,"df+3+4,1,2",parsed,valid,0,mid|high|mid|mid|mid,7.0|9.0|15.0|14.0|25.0,18,,-19,7,stun,,,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,7,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:41,kazuya,Crouch Jab,d+1,parsed,valid,0,special_low,5.0,10,,-5,6,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,4~999,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:42,kazuya,Crouch Straight,d+2,parsed,valid,0,special_low,8.0,11,,-4,7,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,4~999,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:43,kazuya,Crouch Spin Kick,d+3,parsed,valid,0,low,10.0,16,,-17,-6,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,4~999,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:44,kazuya,Crouch Chin Kick,d+4,parsed,valid,0,low,6.0,12,,-15,-4,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,4~999,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:45,kazuya,Nejiri Uraken,d+1+2,parsed,valid,0,low,20.0,23,,-14,3,stun,27,launch,0,0,0,0,0,0,0,0,0,0,standing,,,,,,6~999,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:46,kazuya,Nejiri Uraken to Cancel,"d+1+2,B",parsed,valid,0,low|sp,20.0|0.0,23,,,,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,6~999,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:47,kazuya,,db+1,parsed,valid,0,mid,7.0,13,31,-10,0,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:48,kazuya,Goutsuiken,"db+1,2",parsed,valid,0,mid|mid|mid,7.0|8.0|15.0,13,,-19,9,launch,,,0,0,0,0,0,1,1,0,0,0,standing,,,,,,,,,,,0,0,5,43,knockdown,4,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:49,kazuya,Lion Slayer,db+2,parsed,valid,0,mid,23.0,18,,-4,7,stun,27,knockdown,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,1,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:50,kazuya,Sliding Low Kick,db+3,parsed,valid,0,low,14.0,19,,-12,-1,stun,7,stun,1,0,0,0,0,0,0,0,0,0,standing,,,,,,6~999,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:51,kazuya,Stature Smash,db+4,parsed,valid,0,low,18.0,20,,-12,4,stun,17,stun,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:52,kazuya,,b+1,parsed,valid,0,high,10.0,11,,-10,1,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:53,kazuya,Sokushitsu Goda,"b+1,2",parsed,valid,0,high|mid,10.0|20.0,11,,-14,9,stun,,,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:54,kazuya,,b+2,parsed,valid,0,mid,12.0,14,,-8,4,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:55,kazuya,,"b+2,2",parsed,valid,0,mid|mid,12.0|14.0,14,,-10,1,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:56,kazuya,Danzui Raizanba,"b+2,2,1+2",parsed,valid,0,mid|mid|high,12.0|14.0|20.0,14,,-8,38,knockdown,,,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:57,kazuya,,"b+2,4",parsed,valid,0,mid|high,12.0|12.0,14,,-3,8,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:58,kazuya,Rampaging Demon,"b+2,4,1",parsed,valid,0,mid|high|mid,12.0|12.0|22.0,14,,-14,11,launch,,,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:59,kazuya,,b+3,parsed,valid,0,high,15.0,18,,-8,3,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:60,kazuya,,"b+3,1",parsed,valid,0,high|high,15.0|10.0,18,,0,6,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:61,kazuya,,"b+3,1,4",parsed,valid,0,high|high|low,15.0|10.0|10.0,18,,-10,7,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:62,kazuya,Demon's Wrath,"b+3,1,4,1",parsed,valid,0,high|high|low|mid,15.0|10.0|10.0|15.0,18,,-14,15,launch,,,0,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:63,kazuya,Reign of Terror,"b+3,1,4,3",parsed,valid,0,high|high|low|low,15.0|10.0|10.0|12.0,18,,-13,1,stun,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:64,kazuya,Flash Tornado,b+4,parsed,valid,0,high,20.0,17,,-5,16,stun,,,0,1,0,0,0,0,1,0,0,0,standing,,,,,,,,,,,0,0,5,43,knockdown,6,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:65,kazuya,Kumo Kiri,b+1+2,parsed,valid,0,mid,21.0,22,,-8,5,stun,,,0,0,0,0,0,0,1,0,0,0,standing,,,,,,,,,,,0,0,5,43,knockdown,6,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:66,kazuya,Lightning Screw Uppercut,b+1+4,parsed,valid,0,mid,60.0,63,,,20,launch,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:67,kazuya,,ub+1,parsed,valid,0,mid,12.0,18,,-12,-1,stun,-1,stun,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,1,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:68,kazuya,Inferno,ub+1+2,parsed,valid,0,high,32.0,41,,,-7,stun,,,1,0,0,0,0,1,0,0,0,0,standing,,,,,,,,,,,0,0,,,,9,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:69,kazuya,Raijen Uraken,uf+1,parsed,valid,0,mid,16.0,20,,-7,3,stun,3,stun,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
kazuya:70,kazuya,Devil Trample,"DVK.uf+1,3",parsed,valid,0,mid|mid,16.0|20.0,20,33,-9,17,launch,,,0,0,0,0,0,1,0,0,0,0,standing,DVK,,,,9~27,,,,28~30,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
